+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                     ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; PDS|mm_interconnect_0|router_001                                                                                                                                                                                          ; 116   ; 0              ; 5            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|router|the_default_decode                                                                                                                                                                           ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|router                                                                                                                                                                                              ; 116   ; 0              ; 5            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|instruction_ocrom_s1_agent_rsp_fifo                                                                                                                                                                 ; 138   ; 39             ; 0            ; 39             ; 97     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|instruction_ocrom_s1_agent|uncompressor                                                                                                                                                             ; 50    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|instruction_ocrom_s1_agent                                                                                                                                                                          ; 242   ; 22             ; 26           ; 22             ; 262    ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|leds_s1_agent_rsp_fifo                                                                                                                                                                              ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|leds_s1_agent|uncompressor                                                                                                                                                                          ; 50    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|leds_s1_agent                                                                                                                                                                                       ; 310   ; 39             ; 42           ; 39             ; 333    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|switches_s1_agent_rsp_fifo                                                                                                                                                                          ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|switches_s1_agent|uncompressor                                                                                                                                                                      ; 50    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|switches_s1_agent                                                                                                                                                                                   ; 310   ; 39             ; 42           ; 39             ; 333    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_debug_mem_slave_agent_rsp_fifo                                                                                                                                                                ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_debug_mem_slave_agent|uncompressor                                                                                                                                                            ; 50    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_debug_mem_slave_agent                                                                                                                                                                         ; 310   ; 39             ; 42           ; 39             ; 333    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|avs_hram_converter_avalon_slave_agent_rsp_fifo                                                                                                                                                      ; 138   ; 39             ; 0            ; 39             ; 97     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|avs_hram_converter_avalon_slave_agent|uncompressor                                                                                                                                                  ; 50    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|avs_hram_converter_avalon_slave_agent                                                                                                                                                               ; 242   ; 22             ; 26           ; 22             ; 272    ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_instruction_master_agent                                                                                                                                                                      ; 189   ; 46             ; 87           ; 46             ; 148    ; 46              ; 46            ; 46              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_data_master_agent                                                                                                                                                                             ; 189   ; 46             ; 87           ; 46             ; 148    ; 46              ; 46            ; 46              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|instruction_ocrom_s1_translator                                                                                                                                                                     ; 73    ; 7              ; 14           ; 7              ; 51     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|leds_s1_translator                                                                                                                                                                                  ; 108   ; 6              ; 26           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|switches_s1_translator                                                                                                                                                                              ; 108   ; 6              ; 26           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_debug_mem_slave_translator                                                                                                                                                                    ; 108   ; 5              ; 16           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|avs_hram_converter_avalon_slave_translator                                                                                                                                                          ; 83    ; 4              ; 2            ; 4              ; 70     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_instruction_master_translator                                                                                                                                                                 ; 97    ; 63             ; 2            ; 63             ; 102    ; 63              ; 63            ; 63              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0|nios2_data_master_translator                                                                                                                                                                        ; 109   ; 12             ; 2            ; 12             ; 102    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|mm_interconnect_0                                                                                                                                                                                                     ; 212   ; 0              ; 1            ; 0              ; 239    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|switches                                                                                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_debug_slave_wrapper|the_avs_hram_converter_TEST_advanced_nios2_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_debug_slave_wrapper|the_avs_hram_converter_TEST_advanced_nios2_cpu_debug_slave_tck                  ; 131   ; 0              ; 1            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_debug_slave_wrapper                                                                                 ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_ocimem|avs_hram_converter_TEST_advanced_nios2_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_ocimem|avs_hram_converter_TEST_advanced_nios2_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_ocimem                                                                                        ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_avalon_reg                                                                                    ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_im                                                                                        ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_pib                                                                                       ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_fifo|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_fifo|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_fifo|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_fifo                                                                                      ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_dtrace|avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_dtrace                                                                                    ; 110   ; 0              ; 99           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_itrace                                                                                    ; 89    ; 52             ; 87           ; 52             ; 53     ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_dbrk                                                                                      ; 96    ; 0              ; 0            ; 0              ; 99     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_xbrk                                                                                      ; 51    ; 0              ; 46           ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_break                                                                                     ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci_debug                                                                                     ; 50    ; 1              ; 30           ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_nios2_oci                                                                                                                                                    ; 223   ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_nios2_rtl                                                                                                                                                                                               ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_dc_victim|the_altsyncram|auto_generated                                                                                                                          ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
