+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                       ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; basic_system_inst|mm_interconnect_0|rsp_demux                                                                                                                               ; 100   ; 4              ; 2            ; 4              ; 193    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux_003                                                                                                                             ; 99    ; 0              ; 2            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux_002                                                                                                                             ; 99    ; 0              ; 2            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux_001|arb|adder                                                                                                                   ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux_001|arb                                                                                                                         ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux_001                                                                                                                             ; 195   ; 0              ; 0            ; 0              ; 98     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux|arb|adder                                                                                                                       ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux|arb                                                                                                                             ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_mux                                                                                                                                 ; 195   ; 0              ; 0            ; 0              ; 98     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_demux_001                                                                                                                           ; 100   ; 4              ; 2            ; 4              ; 193    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|cmd_demux                                                                                                                               ; 102   ; 16             ; 2            ; 16             ; 385    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|ocram_s1_burst_adapter|altera_merlin_burst_adapter_uncompressed_only.burst_adapter                                                      ; 81    ; 3              ; 5            ; 3              ; 79     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|ocram_s1_burst_adapter                                                                                                                  ; 81    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_005|the_default_decode                                                                                                           ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_005                                                                                                                              ; 95    ; 0              ; 2            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_004|the_default_decode                                                                                                           ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_004                                                                                                                              ; 95    ; 0              ; 2            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_003|the_default_decode                                                                                                           ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_003                                                                                                                              ; 77    ; 0              ; 2            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_002|the_default_decode                                                                                                           ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_002                                                                                                                              ; 95    ; 0              ; 2            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_001|the_default_decode                                                                                                           ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router_001                                                                                                                              ; 95    ; 0              ; 4            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router|the_default_decode                                                                                                               ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|router                                                                                                                                  ; 95    ; 0              ; 4            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|leds_s1_agent_rsp_fifo                                                                                                                  ; 135   ; 39             ; 0            ; 39             ; 94     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|leds_s1_agent|uncompressor                                                                                                              ; 31    ; 1              ; 0            ; 1              ; 29     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|leds_s1_agent                                                                                                                           ; 267   ; 39             ; 41           ; 39             ; 281    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|switches_s1_agent_rsp_fifo                                                                                                              ; 135   ; 39             ; 0            ; 39             ; 94     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|switches_s1_agent|uncompressor                                                                                                          ; 31    ; 1              ; 0            ; 1              ; 29     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|switches_s1_agent                                                                                                                       ; 267   ; 39             ; 41           ; 39             ; 281    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|ocram_s1_agent_rsp_fifo                                                                                                                 ; 117   ; 39             ; 0            ; 39             ; 76     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|ocram_s1_agent|uncompressor                                                                                                             ; 31    ; 1              ; 0            ; 1              ; 29     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|ocram_s1_agent                                                                                                                          ; 199   ; 22             ; 25           ; 22             ; 210    ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_debug_mem_slave_agent_rsp_fifo                                                                                                    ; 135   ; 39             ; 0            ; 39             ; 94     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_debug_mem_slave_agent|uncompressor                                                                                                ; 31    ; 1              ; 0            ; 1              ; 29     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_debug_mem_slave_agent                                                                                                             ; 267   ; 39             ; 41           ; 39             ; 281    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_instruction_master_agent                                                                                                          ; 157   ; 35             ; 65           ; 35             ; 127    ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_data_master_agent                                                                                                                 ; 157   ; 35             ; 65           ; 35             ; 127    ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|leds_s1_translator                                                                                                                      ; 98    ; 6              ; 16           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|switches_s1_translator                                                                                                                  ; 98    ; 6              ; 16           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|ocram_s1_translator                                                                                                                     ; 63    ; 7              ; 2            ; 7              ; 52     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_debug_mem_slave_translator                                                                                                        ; 98    ; 5              ; 6            ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_instruction_master_translator                                                                                                     ; 99    ; 51             ; 0            ; 51             ; 91     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0|nios2_data_master_translator                                                                                                            ; 99    ; 12             ; 0            ; 12             ; 91     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|mm_interconnect_0                                                                                                                                         ; 185   ; 0              ; 0            ; 0              ; 186    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|switches                                                                                                                                                  ; 8     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_debug_slave_wrapper|the_basic_system_nios2_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_debug_slave_wrapper|the_basic_system_nios2_cpu_debug_slave_tck                  ; 131   ; 0              ; 1            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_debug_slave_wrapper                                                             ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_ocimem|basic_system_nios2_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_ocimem|basic_system_nios2_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_ocimem                                                                    ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_avalon_reg                                                                ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_im                                                                    ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_pib                                                                   ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_fifo|the_basic_system_nios2_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_fifo|the_basic_system_nios2_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_fifo|the_basic_system_nios2_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_fifo                                                                  ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_dtrace|basic_system_nios2_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_dtrace                                                                ; 100   ; 0              ; 89           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_itrace                                                                ; 24    ; 52             ; 22           ; 52             ; 53     ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_dbrk                                                                  ; 85    ; 0              ; 0            ; 0              ; 89     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_xbrk                                                                  ; 51    ; 5              ; 48           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_break                                                                 ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci|the_basic_system_nios2_cpu_nios2_oci_debug                                                                 ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_nios2_oci                                                                                                            ; 150   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|basic_system_nios2_cpu_register_bank_b|the_altsyncram|auto_generated                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|basic_system_nios2_cpu_register_bank_b                                                                                                          ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|basic_system_nios2_cpu_register_bank_a|the_altsyncram|auto_generated                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|basic_system_nios2_cpu_register_bank_a                                                                                                          ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu|the_basic_system_nios2_cpu_test_bench                                                                                                           ; 279   ; 3              ; 245          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2|cpu                                                                                                                                                 ; 149   ; 1              ; 32           ; 1              ; 105    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|nios2                                                                                                                                                     ; 149   ; 1              ; 0            ; 1              ; 105    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|ocram|the_altsyncram|auto_generated                                                                                                                       ; 34    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|ocram                                                                                                                                                     ; 38    ; 1              ; 1            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst|leds                                                                                                                                                      ; 38    ; 28             ; 28           ; 28             ; 36     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; basic_system_inst                                                                                                                                                           ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; myAltPll_inst|altpll_component|auto_generated                                                                                                                               ; 3     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; myAltPll_inst                                                                                                                                                               ; 2     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
